datetime,product_id,price,qty,customer_id,promotion_id,store_id,po_id,Unnamed: 8,"Rows: 2,000"
2024-01-04 00:00:00,PRD022,239.95,4,CUS0122,,ST003,PO0037,,
2024-01-05 00:00:00,PRD016,205.22,3,CUS0113,,ST003,PO0093,,
2024-01-05 00:00:00,PRD021,51.54,6,CUS0001,,ST006,PO0049,,
2024-01-05 00:00:00,PRD004,224.66,6,CUS0052,,ST003,PO0073,,
2024-01-06 00:00:00,PRD003,174.02,7,CUS0040,,ST004,PO0046,,
2024-01-06 00:00:00,PRD026,214.16,2,CUS0032,,ST005,PO0027,,
2024-01-06 00:00:00,PRD010,21.24,7,CUS0049,,ST005,PO0026,,
2024-01-06 00:00:00,PRD028,204.68,2,CUS0022,,ST003,PO0041,,
2024-01-07 00:00:00,PRD010,21.24,8,CUS0126,,ST004,PO0119,,
2024-01-07 00:00:00,PRD029,186.49,9,CUS0029,,ST004,PO0020,,
2024-01-07 00:00:00,PRD024,36.8,1,CUS0028,,ST005,PO0095,,
2024-01-07 00:00:00,PRD003,174.02,2,CUS0029,,ST005,PO0086,,
2024-01-07 00:00:00,PRD007,22.0,5,CUS0014,,ST006,PO0107,,
2024-01-07 00:00:00,PRD011,61.73,2,CUS0197,,ST006,PO0032,,
2024-01-08 00:00:00,PRD025,37.73,8,CUS0056,,ST003,PO0054,,
2024-01-09 00:00:00,PRD020,94.96,4,CUS0007,,ST002,PO0062,,
2024-01-09 00:00:00,PRD001,67.45,4,CUS0134,,ST005,PO0088,,
2024-01-10 00:00:00,PRD020,94.96,3,CUS0148,,ST004,PO0028,,
2024-01-10 00:00:00,PRD007,22.0,2,CUS0104,,ST004,PO0005,,
2024-01-10 00:00:00,PRD008,66.38,5,CUS0142,,ST005,PO0087,,
2024-01-10 00:00:00,PRD017,16.53,5,CUS0022,,ST002,PO0058,,
2024-01-10 00:00:00,PRD020,94.96,7,CUS0183,,ST003,PO0062,,
2024-01-10 00:00:00,PRD013,143.06,1,CUS0149,,ST005,PO0052,,
2024-01-10 00:00:00,PRD003,174.02,6,CUS0199,,ST005,PO0031,,
2024-01-10 00:00:00,PRD011,61.73,2,CUS0046,,ST003,PO0016,,
2024-01-11 00:00:00,PRD011,61.73,4,CUS0042,,ST004,PO0100,,
2024-01-11 00:00:00,PRD019,179.06,1,CUS0027,,ST005,PO0038,,
2024-01-11 00:00:00,PRD006,114.15,5,CUS0175,,ST006,PO0046,,
2024-01-11 00:00:00,PRD008,66.38,1,CUS0022,,ST003,PO0078,,
2024-01-11 00:00:00,PRD028,204.68,8,CUS0001,,ST003,PO0118,,
2024-01-11 00:00:00,PRD023,94.1,7,CUS0092,,ST006,PO0018,,
2024-01-11 00:00:00,PRD014,66.8,3,CUS0040,,ST003,PO0065,,
2024-01-12 00:00:00,PRD015,153.48,3,CUS0187,,ST002,PO0085,,
2024-01-12 00:00:00,PRD019,179.06,7,CUS0066,,ST001,PO0096,,
2024-01-12 00:00:00,PRD018,204.37,6,CUS0054,,ST006,PO0069,,
2024-01-12 00:00:00,PRD007,22.0,4,CUS0134,,ST006,PO0043,,
2024-01-13 00:00:00,PRD028,204.68,8,CUS0065,,ST002,PO0014,,
2024-01-13 00:00:00,PRD023,94.1,5,CUS0177,,ST004,PO0010,,
2024-01-13 00:00:00,PRD001,67.45,7,CUS0044,,ST003,PO0079,,
2024-01-14 00:00:00,PRD025,37.73,1,CUS0077,,ST004,PO0013,,
2024-01-14 00:00:00,PRD019,179.06,11,CUS0133,,ST003,PO0076,,
2024-01-15 00:00:00,PRD021,51.54,2,CUS0038,,ST006,PO0036,,
2024-01-15 00:00:00,PRD019,179.06,3,CUS0084,,ST004,PO0099,,
2024-01-15 00:00:00,PRD012,167.72,2,CUS0057,,ST002,PO0110,,
2024-01-15 00:00:00,PRD013,143.06,5,CUS0072,,ST006,PO0071,,
2024-01-15 00:00:00,PRD003,174.02,3,CUS0124,,ST004,PO0015,,
2024-01-16 00:00:00,PRD029,186.49,2,CUS0037,,ST003,PO0057,,
2024-01-16 00:00:00,PRD002,188.07,6,CUS0097,,ST006,PO0069,,
2024-01-16 00:00:00,PRD030,141.01,7,CUS0175,,ST004,PO0023,,
2024-01-16 00:00:00,PRD012,167.72,2,CUS0122,,ST001,PO0045,,
2024-01-17 00:00:00,PRD029,186.49,7,CUS0196,,ST001,PO0119,,
2024-01-17 00:00:00,PRD026,214.16,4,CUS0028,,ST004,PO0025,,
2024-01-17 00:00:00,PRD015,153.48,1,CUS0121,,ST001,PO0117,,
2024-01-17 00:00:00,PRD023,94.1,5,CUS0058,,ST005,PO0037,,
2024-01-17 00:00:00,PRD026,214.16,3,CUS0081,,ST001,PO0027,,
2024-01-17 00:00:00,PRD021,51.54,7,CUS0031,,ST004,PO0058,,
2024-01-17 00:00:00,PRD001,67.45,1,CUS0072,,ST002,PO0015,,
2024-01-17 00:00:00,PRD030,141.01,2,CUS0104,,ST004,PO0049,,
2024-01-17 00:00:00,PRD013,143.06,3,CUS0143,,ST006,PO0111,,
2024-01-17 00:00:00,PRD024,36.8,3,CUS0171,,ST002,PO0062,,
2024-01-17 00:00:00,PRD008,66.38,6,CUS0021,,ST002,PO0008,,
2024-01-17 00:00:00,PRD009,133.76,3,CUS0040,,ST003,PO0073,,
2024-01-17 00:00:00,PRD007,22.0,8,CUS0007,,ST002,PO0026,,
2024-01-17 00:00:00,PRD026,214.16,5,CUS0085,,ST001,PO0007,,
2024-01-18 00:00:00,PRD022,239.95,5,CUS0021,,ST004,PO0061,,
2024-01-18 00:00:00,PRD019,179.06,5,CUS0006,,ST003,PO0034,,
2024-01-19 00:00:00,PRD029,186.49,4,CUS0007,,ST006,PO0076,,
2024-01-19 00:00:00,PRD020,94.96,3,CUS0148,,ST001,PO0081,,
2024-01-19 00:00:00,PRD024,36.8,4,CUS0057,,ST002,PO0058,,
2024-01-19 00:00:00,PRD017,16.53,4,CUS0041,,ST003,PO0018,,
2024-01-19 00:00:00,PRD004,224.66,6,CUS0062,,ST006,PO0001,,
2024-01-19 00:00:00,PRD027,156.88,7,CUS0058,,ST003,PO0032,,
2024-01-20 00:00:00,PRD005,35.43,9,CUS0069,,ST002,PO0090,,
2024-01-20 00:00:00,PRD002,188.07,7,CUS0042,,ST002,PO0088,,
2024-01-20 00:00:00,PRD029,186.49,9,CUS0021,,ST001,PO0118,,
2024-01-21 00:00:00,PRD029,186.49,4,CUS0015,,ST002,PO0034,,
2024-01-21 00:00:00,PRD014,66.8,4,CUS0072,,ST002,PO0035,,
2024-01-21 00:00:00,PRD018,204.37,1,CUS0102,,ST005,PO0037,,
2024-01-22 00:00:00,PRD008,66.38,2,CUS0065,,ST004,PO0082,,
2024-01-22 00:00:00,PRD001,67.45,7,CUS0185,,ST003,PO0051,,
2024-01-22 00:00:00,PRD023,94.1,8,CUS0177,,ST005,PO0020,,
2024-01-22 00:00:00,PRD026,214.16,6,CUS0148,,ST002,PO0057,,
2024-01-23 00:00:00,PRD009,133.76,3,CUS0046,,ST004,PO0068,,
2024-01-23 00:00:00,PRD023,94.1,3,CUS0086,,ST005,PO0112,,
2024-01-23 00:00:00,PRD009,133.76,2,CUS0006,,ST003,PO0083,,
2024-01-23 00:00:00,PRD014,66.8,4,CUS0013,,ST003,PO0118,,
2024-01-23 00:00:00,PRD023,94.1,7,CUS0193,,ST003,PO0102,,
2024-01-23 00:00:00,PRD008,66.38,1,CUS0033,,ST003,PO0075,,
2024-01-23 00:00:00,PRD016,205.22,4,CUS0010,,ST002,PO0019,,
2024-01-24 00:00:00,PRD001,67.45,5,CUS0075,,ST004,PO0094,,
2024-01-24 00:00:00,PRD028,204.68,6,CUS0090,,ST005,PO0104,,
2024-01-24 00:00:00,PRD030,141.01,3,CUS0086,,ST001,PO0016,,
2024-01-24 00:00:00,PRD006,114.15,3,CUS0094,,ST003,PO0104,,
2024-01-24 00:00:00,PRD006,114.15,2,CUS0134,,ST006,PO0096,,
2024-01-24 00:00:00,PRD016,205.22,2,CUS0092,,ST005,PO0014,,
2024-01-24 00:00:00,PRD011,61.73,2,CUS0131,,ST004,PO0053,,
2024-01-24 00:00:00,PRD015,153.48,5,CUS0039,,ST006,PO0112,,
2024-01-25 00:00:00,PRD030,141.01,6,CUS0024,,ST003,PO0002,,
2024-01-25 00:00:00,PRD010,21.24,3,CUS0082,,ST004,PO0024,,
2024-01-25 00:00:00,PRD022,239.95,1,CUS0026,,ST006,PO0101,,
2024-01-25 00:00:00,PRD002,188.07,7,CUS0150,,ST004,PO0119,,
2024-01-26 00:00:00,PRD029,186.49,4,CUS0141,,ST006,PO0049,,
2024-01-26 00:00:00,PRD026,214.16,6,CUS0181,,ST002,PO0036,,
2024-01-26 00:00:00,PRD001,67.45,5,CUS0067,,ST002,PO0004,,
2024-01-26 00:00:00,PRD013,143.06,3,CUS0147,,ST002,PO0110,,
2024-01-27 00:00:00,PRD010,21.24,8,CUS0055,,ST003,PO0061,,
2024-01-27 00:00:00,PRD029,186.49,2,CUS0099,,ST003,PO0060,,
2024-01-27 00:00:00,PRD021,51.54,7,CUS0189,,ST005,PO0004,,
2024-01-27 00:00:00,PRD011,61.73,7,CUS0029,,ST003,PO0047,,
2024-01-27 00:00:00,PRD016,205.22,7,CUS0126,,ST005,PO0071,,
2024-01-27 00:00:00,PRD008,66.38,4,CUS0058,,ST005,PO0006,,
2024-01-27 00:00:00,PRD009,133.76,8,CUS0111,,ST004,PO0036,,
2024-01-27 00:00:00,PRD020,94.96,4,CUS0041,,ST001,PO0063,,
2024-01-27 00:00:00,PRD008,66.38,4,CUS0162,,ST004,PO0102,,
2024-01-27 00:00:00,PRD020,94.96,5,CUS0054,,ST005,PO0015,,
2024-01-28 00:00:00,PRD023,94.1,13,CUS0168,,ST001,PO0009,,
2024-01-28 00:00:00,PRD015,153.48,4,CUS0036,,ST002,PO0044,,
2024-01-28 00:00:00,PRD030,141.01,2,CUS0121,,ST002,PO0065,,
2024-01-28 00:00:00,PRD016,205.22,10,CUS0123,,ST005,PO0005,,
2024-01-28 00:00:00,PRD011,61.73,2,CUS0128,,ST006,PO0004,,
2024-01-28 00:00:00,PRD002,188.07,6,CUS0117,,ST003,PO0072,,
2024-01-28 00:00:00,PRD004,224.66,1,CUS0198,,ST004,PO0068,,
2024-01-28 00:00:00,PRD022,239.95,8,CUS0135,,ST001,PO0041,,
2024-01-28 00:00:00,PRD012,167.72,6,CUS0065,,ST005,PO0050,,
2024-01-28 00:00:00,PRD010,21.24,4,CUS0119,,ST006,PO0058,,
2024-01-28 00:00:00,PRD030,141.01,8,CUS0033,,ST005,PO0075,,
2024-01-29 00:00:00,PRD016,205.22,2,CUS0094,,ST005,PO0110,,
2024-01-29 00:00:00,PRD002,188.07,6,CUS0171,,ST006,PO0085,,
2024-01-29 00:00:00,PRD025,37.73,7,CUS0010,,ST002,PO0110,,
2024-01-29 00:00:00,PRD028,204.68,3,CUS0129,,ST003,PO0030,,
2024-01-29 00:00:00,PRD007,22.0,7,CUS0102,,ST002,PO0092,,
2024-01-29 00:00:00,PRD027,156.88,6,CUS0145,,ST006,PO0087,,
2024-01-30 00:00:00,PRD019,179.06,2,CUS0147,,ST006,PO0081,,
2024-01-30 00:00:00,PRD008,66.38,3,CUS0082,,ST004,PO0113,,
2024-01-30 00:00:00,PRD014,66.8,2,CUS0191,,ST003,PO0071,,
2024-01-31 00:00:00,PRD028,204.68,7,CUS0166,,ST002,PO0090,,
2024-01-31 00:00:00,PRD006,114.15,4,CUS0094,,ST004,PO0019,,
2024-01-31 00:00:00,PRD007,22.0,9,CUS0070,,ST005,PO0033,,
2024-01-31 00:00:00,PRD006,114.15,1,CUS0155,,ST002,PO0065,,
2024-01-31 00:00:00,PRD020,94.96,1,CUS0086,,ST002,PO0061,,
2024-01-31 00:00:00,PRD020,94.96,6,CUS0168,,ST002,PO0090,,
2024-02-01 00:00:00,PRD014,66.8,4,CUS0190,,ST004,PO0064,,
2024-02-01 00:00:00,PRD007,22.0,3,CUS0161,,ST006,PO0055,,
2024-02-01 00:00:00,PRD002,188.07,8,CUS0149,,ST002,PO0074,,
2024-02-01 00:00:00,PRD011,61.73,5,CUS0193,,ST001,PO0086,,
2024-02-01 00:00:00,PRD007,22.0,4,CUS0147,,ST005,PO0020,,
2024-02-01 00:00:00,PRD001,67.45,7,CUS0100,,ST003,PO0008,,
2024-02-01 00:00:00,PRD002,188.07,7,CUS0034,,ST004,PO0028,,
2024-02-01 00:00:00,PRD011,61.73,5,CUS0100,,ST001,PO0072,,
2024-02-01 00:00:00,PRD008,66.38,3,CUS0193,,ST006,PO0086,,
2024-02-01 00:00:00,PRD014,66.8,5,CUS0053,,ST005,PO0005,,
2024-02-02 00:00:00,PRD019,179.06,6,CUS0008,,ST005,PO0031,,
2024-02-02 00:00:00,PRD023,94.1,5,CUS0095,,ST002,PO0006,,
2024-02-02 00:00:00,PRD008,66.38,7,CUS0049,,ST004,PO0014,,
2024-02-02 00:00:00,PRD030,141.01,2,CUS0008,,ST004,PO0056,,
2024-02-02 00:00:00,PRD023,94.1,4,CUS0106,,ST003,PO0106,,
2024-02-03 00:00:00,PRD016,205.22,4,CUS0067,,ST005,PO0110,,
2024-02-03 00:00:00,PRD026,214.16,8,CUS0108,,ST005,PO0094,,
2024-02-04 00:00:00,PRD016,205.22,1,CUS0106,,ST001,PO0068,,
2024-02-04 00:00:00,PRD005,35.43,1,CUS0107,,ST004,PO0074,,
2024-02-04 00:00:00,PRD024,36.8,9,CUS0163,,ST002,PO0087,,
2024-02-04 00:00:00,PRD006,114.15,2,CUS0100,,ST005,PO0051,,
2024-02-04 00:00:00,PRD023,94.1,4,CUS0003,,ST002,PO0065,,
2024-02-05 00:00:00,PRD008,66.38,3,CUS0019,,ST004,PO0032,,
2024-02-05 00:00:00,PRD009,133.76,4,CUS0082,,ST004,PO0058,,
2024-02-05 00:00:00,PRD022,239.95,4,CUS0001,,ST004,PO0089,,
2024-02-05 00:00:00,PRD008,66.38,3,CUS0035,,ST003,PO0015,,
2024-02-05 00:00:00,PRD006,114.15,8,CUS0009,,ST003,PO0053,,
2024-02-05 00:00:00,PRD010,21.24,7,CUS0073,,ST002,PO0030,,
2024-02-05 00:00:00,PRD016,205.22,3,CUS0116,,ST003,PO0105,,
2024-02-06 00:00:00,PRD017,16.53,1,CUS0093,,ST003,PO0017,,
2024-02-06 00:00:00,PRD010,21.24,5,CUS0199,,ST004,PO0003,,
2024-02-06 00:00:00,PRD013,143.06,5,CUS0137,,ST004,PO0052,,
2024-02-06 00:00:00,PRD027,156.88,6,CUS0010,,ST005,PO0026,,
2024-02-06 00:00:00,PRD010,21.24,5,CUS0020,,ST002,PO0067,,
2024-02-08 00:00:00,PRD009,133.76,5,CUS0140,,ST005,PO0085,,
2024-02-08 00:00:00,PRD002,188.07,1,CUS0017,,ST002,PO0116,,
2024-02-08 00:00:00,PRD023,94.1,5,CUS0067,,ST004,PO0084,,
2024-02-09 00:00:00,PRD008,66.38,2,CUS0034,,ST001,PO0062,,
2024-02-09 00:00:00,PRD012,167.72,5,CUS0130,,ST003,PO0056,,
2024-02-09 00:00:00,PRD012,167.72,3,CUS0152,,ST002,PO0067,,
2024-02-09 00:00:00,PRD013,143.06,5,CUS0065,,ST002,PO0079,,
2024-02-09 00:00:00,PRD003,174.02,5,CUS0032,,ST005,PO0015,,
2024-02-09 00:00:00,PRD007,22.0,4,CUS0024,,ST002,PO0074,,
2024-02-09 00:00:00,PRD028,204.68,8,CUS0120,,ST002,PO0038,,
2024-02-09 00:00:00,PRD014,66.8,4,CUS0089,,ST003,PO0022,,
2024-02-10 00:00:00,PRD012,167.72,11,CUS0077,,ST002,PO0017,,
2024-02-10 00:00:00,PRD002,188.07,1,CUS0063,,ST005,PO0036,,
2024-02-10 00:00:00,PRD015,153.48,5,CUS0020,,ST001,PO0073,,
2024-02-10 00:00:00,PRD011,61.73,9,CUS0158,,ST003,PO0060,,
2024-02-10 00:00:00,PRD016,205.22,5,CUS0040,,ST005,PO0042,,
2024-02-11 00:00:00,PRD013,143.06,5,CUS0109,,ST002,PO0107,,
2024-02-11 00:00:00,PRD028,204.68,9,CUS0046,,ST003,PO0010,,
2024-02-12 00:00:00,PRD014,66.8,7,CUS0064,,ST005,PO0020,,
2024-02-12 00:00:00,PRD006,114.15,5,CUS0037,,ST006,PO0077,,
2024-02-12 00:00:00,PRD001,67.45,2,CUS0068,,ST005,PO0020,,
2024-02-12 00:00:00,PRD015,153.48,4,CUS0183,,ST004,PO0018,,
2024-02-12 00:00:00,PRD005,35.43,4,CUS0037,,ST003,PO0070,,
2024-02-12 00:00:00,PRD028,204.68,2,CUS0126,,ST006,PO0086,,
2024-02-12 00:00:00,PRD018,204.37,1,CUS0178,,ST006,PO0053,,
2024-02-12 00:00:00,PRD024,36.8,5,CUS0153,,ST005,PO0020,,
2024-02-12 00:00:00,PRD011,61.73,5,CUS0129,,ST005,PO0070,,
2024-02-12 00:00:00,PRD006,114.15,3,CUS0072,,ST001,PO0040,,
2024-02-12 00:00:00,PRD003,174.02,7,CUS0181,,ST003,PO0041,,
2024-02-13 00:00:00,PRD022,239.95,6,CUS0049,,ST004,PO0099,,
2024-02-13 00:00:00,PRD016,205.22,2,CUS0130,,ST002,PO0082,,
2024-02-13 00:00:00,PRD017,16.53,3,CUS0193,,ST001,PO0038,,
2024-02-13 00:00:00,PRD023,94.1,2,CUS0190,,ST001,PO0032,,
2024-02-13 00:00:00,PRD002,188.07,7,CUS0080,,ST002,PO0032,,
2024-02-13 00:00:00,PRD023,94.1,2,CUS0079,,ST001,PO0044,,
2024-02-13 00:00:00,PRD006,114.15,6,CUS0103,,ST005,PO0006,,
2024-02-13 00:00:00,PRD018,204.37,7,CUS0129,,ST004,PO0100,,
2024-02-14 00:00:00,PRD016,205.22,5,CUS0173,,ST005,PO0112,,
2024-02-14 00:00:00,PRD007,22.0,3,CUS0054,,ST003,PO0061,,
2024-02-15 00:00:00,PRD007,22.0,3,CUS0079,,ST004,PO0087,,
2024-02-15 00:00:00,PRD015,153.48,6,CUS0086,,ST003,PO0019,,
2024-02-15 00:00:00,PRD006,114.15,4,CUS0091,,ST002,PO0096,,
2024-02-15 00:00:00,PRD007,22.0,5,CUS0107,,ST006,PO0104,,
2024-02-16 00:00:00,PRD008,66.38,8,CUS0015,,ST004,PO0017,,
2024-02-16 00:00:00,PRD028,204.68,1,CUS0108,,ST001,PO0002,,
2024-02-16 00:00:00,PRD006,114.15,4,CUS0092,,ST004,PO0066,,
2024-02-16 00:00:00,PRD022,239.95,2,CUS0047,,ST005,PO0115,,
2024-02-16 00:00:00,PRD011,61.73,5,CUS0186,,ST005,PO0118,,
2024-02-16 00:00:00,PRD014,66.8,6,CUS0195,,ST006,PO0008,,
2024-02-16 00:00:00,PRD012,167.72,1,CUS0060,,ST005,PO0029,,
2024-02-16 00:00:00,PRD030,141.01,1,CUS0098,,ST004,PO0068,,
2024-02-16 00:00:00,PRD008,66.38,2,CUS0181,,ST004,PO0082,,
2024-02-16 00:00:00,PRD009,133.76,7,CUS0094,,ST005,PO0002,,
2024-02-17 00:00:00,PRD019,179.06,1,CUS0132,,ST003,PO0060,,
2024-02-17 00:00:00,PRD001,67.45,8,CUS0153,,ST005,PO0115,,
2024-02-17 00:00:00,PRD001,67.45,11,CUS0163,,ST006,PO0090,,
2024-02-17 00:00:00,PRD006,114.15,9,CUS0033,,ST006,PO0028,,
2024-02-17 00:00:00,PRD028,204.68,9,CUS0102,,ST006,PO0076,,
2024-02-18 00:00:00,PRD021,51.54,4,CUS0099,,ST004,PO0083,,
2024-02-18 00:00:00,PRD026,214.16,11,CUS0170,,ST006,PO0073,,
2024-02-18 00:00:00,PRD014,66.8,1,CUS0003,,ST002,PO0085,,
2024-02-19 00:00:00,PRD012,167.72,2,CUS0172,,ST003,PO0104,,
2024-02-19 00:00:00,PRD001,67.45,6,CUS0111,,ST005,PO0118,,
2024-02-19 00:00:00,PRD028,204.68,1,CUS0175,,ST005,PO0099,,
2024-02-19 00:00:00,PRD011,61.73,3,CUS0062,,ST002,PO0080,,
2024-02-19 00:00:00,PRD027,156.88,7,CUS0060,,ST005,PO0101,,
2024-02-19 00:00:00,PRD014,66.8,3,CUS0198,,ST005,PO0069,,
2024-02-19 00:00:00,PRD028,204.68,2,CUS0186,,ST002,PO0069,,
2024-02-20 00:00:00,PRD027,156.88,3,CUS0053,,ST006,PO0005,,
2024-02-20 00:00:00,PRD012,167.72,5,CUS0168,,ST005,PO0051,,
2024-02-20 00:00:00,PRD029,186.49,1,CUS0136,,ST002,PO0092,,
2024-02-20 00:00:00,PRD019,179.06,3,CUS0166,,ST003,PO0043,,
2024-02-20 00:00:00,PRD015,153.48,4,CUS0130,,ST006,PO0061,,
2024-02-20 00:00:00,PRD016,205.22,2,CUS0140,,ST005,PO0044,,
2024-02-20 00:00:00,PRD006,114.15,1,CUS0147,,ST006,PO0108,,
2024-02-20 00:00:00,PRD003,174.02,6,CUS0017,,ST006,PO0117,,
2024-02-21 00:00:00,PRD020,94.96,5,CUS0138,,ST003,PO0113,,
2024-02-21 00:00:00,PRD030,141.01,5,CUS0165,,ST002,PO0059,,
2024-02-21 00:00:00,PRD012,167.72,5,CUS0061,,ST005,PO0056,,
2024-02-21 00:00:00,PRD010,21.24,5,CUS0160,,ST005,PO0090,,
2024-02-21 00:00:00,PRD003,174.02,4,CUS0196,,ST005,PO0084,,
2024-02-21 00:00:00,PRD017,16.53,7,CUS0127,,ST003,PO0031,,
2024-02-21 00:00:00,PRD013,143.06,3,CUS0179,,ST003,PO0065,,
2024-02-22 00:00:00,PRD007,22.0,5,CUS0069,,ST002,PO0092,,
2024-02-22 00:00:00,PRD013,143.06,5,CUS0092,,ST001,PO0079,,
2024-02-22 00:00:00,PRD003,174.02,3,CUS0065,,ST001,PO0077,,
2024-02-22 00:00:00,PRD030,141.01,2,CUS0017,,ST004,PO0071,,
2024-02-22 00:00:00,PRD017,16.53,7,CUS0037,,ST001,PO0117,,
2024-02-22 00:00:00,PRD018,204.37,2,CUS0081,,ST003,PO0113,,
2024-02-22 00:00:00,PRD008,66.38,4,CUS0139,,ST003,PO0071,,
2024-02-22 00:00:00,PRD019,179.06,3,CUS0049,,ST005,PO0081,,
2024-02-23 00:00:00,PRD026,214.16,3,CUS0047,,ST005,PO0052,,
2024-02-23 00:00:00,PRD001,67.45,3,CUS0162,,ST001,PO0112,,
2024-02-23 00:00:00,PRD013,143.06,2,CUS0093,,ST005,PO0100,,
2024-02-23 00:00:00,PRD011,61.73,2,CUS0088,,ST002,PO0114,,
2024-02-23 00:00:00,PRD011,61.73,5,CUS0128,,ST006,PO0048,,
2024-02-23 00:00:00,PRD017,16.53,8,CUS0011,,ST004,PO0029,,
2024-02-23 00:00:00,PRD020,94.96,8,CUS0090,,ST002,PO0093,,
2024-02-23 00:00:00,PRD008,66.38,5,CUS0107,,ST001,PO0015,,
2024-02-24 00:00:00,PRD011,61.73,9,CUS0014,,ST001,PO0055,,
2024-02-24 00:00:00,PRD030,141.01,2,CUS0129,,ST003,PO0044,,
2024-02-24 00:00:00,PRD024,36.8,11,CUS0051,,ST005,PO0026,,
2024-02-24 00:00:00,PRD011,61.73,8,CUS0125,,ST001,PO0114,,
2024-02-24 00:00:00,PRD028,204.68,8,CUS0040,,ST001,PO0011,,
2024-02-24 00:00:00,PRD007,22.0,2,CUS0123,,ST005,PO0112,,
2024-02-24 00:00:00,PRD016,205.22,2,CUS0021,,ST006,PO0085,,
2024-02-24 00:00:00,PRD025,37.73,1,CUS0098,,ST002,PO0007,,
2024-02-25 00:00:00,PRD024,36.8,9,CUS0046,,ST002,PO0087,,
2024-02-25 00:00:00,PRD005,35.43,4,CUS0071,,ST001,PO0090,,
2024-02-25 00:00:00,PRD010,21.24,4,CUS0190,,ST002,PO0067,,
2024-02-25 00:00:00,PRD019,179.06,1,CUS0013,,ST006,PO0015,,
2024-02-25 00:00:00,PRD010,21.24,1,CUS0013,,ST004,PO0057,,
2024-02-25 00:00:00,PRD004,224.66,1,CUS0075,,ST006,PO0050,,
2024-02-26 00:00:00,PRD023,94.1,4,CUS0073,,ST001,PO0018,,
2024-02-26 00:00:00,PRD002,188.07,3,CUS0064,,ST005,PO0092,,
2024-02-26 00:00:00,PRD009,120.38,8,CUS0127,PROMO008,ST002,PO0071,,
2024-02-27 00:00:00,PRD003,174.02,8,CUS0044,,ST001,PO0029,,
2024-02-27 00:00:00,PRD010,21.24,3,CUS0152,,ST006,PO0020,,
2024-02-27 00:00:00,PRD023,94.1,7,CUS0109,,ST003,PO0045,,
2024-02-27 00:00:00,PRD028,204.68,4,CUS0128,,ST006,PO0077,,
2024-02-28 00:00:00,PRD004,224.66,4,CUS0031,,ST005,PO0029,,
2024-02-28 00:00:00,PRD024,36.8,7,CUS0115,,ST002,PO0116,,
2024-02-28 00:00:00,PRD023,94.1,1,CUS0160,,ST005,PO0066,,
2024-02-28 00:00:00,PRD005,35.43,9,CUS0189,,ST005,PO0112,,
2024-02-28 00:00:00,PRD021,51.54,6,CUS0180,,ST002,PO0086,,
2024-02-29 00:00:00,PRD013,143.06,3,CUS0040,,ST006,PO0090,,
2024-02-29 00:00:00,PRD013,143.06,6,CUS0023,,ST001,PO0012,,
2024-02-29 00:00:00,PRD011,61.73,8,CUS0073,,ST004,PO0077,,
2024-02-29 00:00:00,PRD027,156.88,1,CUS0043,,ST004,PO0052,,
2024-02-29 00:00:00,PRD022,239.95,6,CUS0138,,ST005,PO0033,,
2024-02-29 00:00:00,PRD009,120.38,7,CUS0159,PROMO008,ST002,PO0058,,
2024-03-01 00:00:00,PRD014,66.8,2,CUS0159,,ST003,PO0111,,
