week,store_id,product_id,qty_sold,revenue,n_transactions,promotion_id,discount,has_promo,has_promo_next_week,lag_1w,lag_2w,lag_4w,lag_8w,rolling_mean_4w,rolling_std_4w,rolling_mean_8w,rolling_std_8w,store_taxonomies,store_type_enc,product_taxonomies,price,product_cat_enc,price_vs_category,week_of_year,month,quarter,is_month_end
2024-10-07,ST001,PRD014,8,534.4,1,,0.0,0,0,10.0,6.0,8.0,2.0,9.5,3.415650255319866,6.875,3.758324094593227,minimart,0,snack,66.8,5,0.8352695278668196,41,10,4,0
2024-10-28,ST001,PRD014,2,133.6,1,,0.0,0,0,8.0,10.0,14.0,5.0,9.5,3.415650255319866,7.625,3.204349722308279,minimart,0,snack,66.8,5,0.8352695278668196,44,10,4,1
2024-11-25,ST001,PRD014,2,133.6,1,,0.0,0,0,2.0,8.0,6.0,6.0,6.5,3.415650255319866,7.25,3.6936238496708276,minimart,0,snack,66.8,5,0.8352695278668196,48,11,4,1
2024-12-02,ST001,PRD014,3,200.39999999999998,1,,0.0,0,0,2.0,2.0,10.0,4.0,5.5,4.123105625617661,6.75,4.131758532565592,minimart,0,snack,66.8,5,0.8352695278668196,49,12,4,0
2024-11-25,ST001,PRD015,1,153.48,1,,0.0,0,0,1.0,1.0,6.0,1.0,2.25,2.5,2.125,2.1001700611413097,minimart,0,dairy,153.48,3,1.2256121095430972,48,11,4,1
2024-09-16,ST001,PRD016,2,410.44,1,,0.0,0,0,6.0,3.0,8.0,1.0,5.75,2.0615528128088307,5.5,3.3380918415851224,minimart,0,beverage,205.22,1,1.2128505600650101,38,9,3,0
2024-11-11,ST001,PRD016,11,2257.42,2,,0.0,0,0,2.0,6.0,6.0,2.0,4.25,2.0615528128088307,5.625,3.1594529363709265,minimart,0,beverage,205.22,1,1.2128505600650101,46,11,4,0
2024-08-26,ST001,PRD017,4,66.12,1,,0.0,0,0,8.0,2.0,7.0,3.0,5.25,2.7537852736430515,5.875,2.5319388392523026,minimart,0,snack,16.53,5,0.20669169604249296,35,8,3,1
2024-09-23,ST001,PRD017,4,66.12,1,,0.0,0,0,4.0,8.0,4.0,7.0,4.5,2.5166114784235836,6.0,2.39045721866879,minimart,0,snack,16.53,5,0.20669169604249296,39,9,3,0
2024-12-16,ST001,PRD017,19,314.07000000000005,3,,0.0,0,0,4.0,4.0,2.0,9.0,4.5,2.5166114784235836,5.625,2.4458419526091353,minimart,0,snack,16.53,5,0.20669169604249296,51,12,4,0
2024-10-14,ST001,PRD018,3,613.11,1,,0.0,0,0,8.0,3.0,2.0,8.0,5.0,2.943920288775949,5.375,2.7222627143085028,minimart,0,beverage,204.37,1,1.2078270585736581,42,10,4,0
2024-12-02,ST001,PRD018,3,613.11,1,,0.0,0,0,3.0,8.0,7.0,5.0,5.25,2.6299556396765835,4.75,2.604940361258641,minimart,0,beverage,204.37,1,1.2078270585736581,49,12,4,0
2024-12-09,ST001,PRD019,15,2685.9,2,,0.0,0,0,5.0,1.0,1.0,6.0,2.0,2.0,2.875,2.642374473299132,minimart,0,frozen,179.06,0,1.773409946635914,50,12,4,0
2024-12-16,ST001,PRD019,7,1253.42,1,,0.0,0,0,15.0,5.0,1.0,7.0,5.5,6.60807586719967,4.0,5.01426536422407,minimart,0,frozen,179.06,0,1.773409946635914,51,12,4,0
2024-12-16,ST001,PRD021,4,206.16,1,,0.0,0,0,4.0,1.0,7.0,8.0,5.25,3.4999999999999996,4.75,2.915475947422652,minimart,0,frozen,51.54,0,0.5104520755591142,51,12,4,0
2024-10-07,ST001,PRD022,20,4799.0,3,,0.0,0,0,8.0,3.0,5.0,8.0,6.75,3.499999999999999,6.875,2.474873734152919,minimart,0,cleaning,239.95,4,1.8344868575555424,41,10,4,0
2024-11-25,ST001,PRD022,3,683.8499999999999,1,PROMO005,0.05,1,0,20.0,8.0,11.0,5.0,10.5,7.14142842854285,8.375,5.2898150116183515,minimart,0,cleaning,239.95,4,1.8344868575555424,48,11,4,1
2024-12-09,ST001,PRD022,8,1919.6,1,,0.0,0,0,3.0,20.0,3.0,8.0,8.5,8.020806277010642,8.125,5.514591035218686,minimart,0,cleaning,239.95,4,1.8344868575555424,50,12,4,0
2024-12-23,ST001,PRD022,2,479.9,1,,0.0,0,0,8.0,3.0,8.0,7.0,9.75,7.22841614740048,8.125,5.514591035218686,minimart,0,cleaning,239.95,4,1.8344868575555424,52,12,4,0
2024-12-30,ST001,PRD022,8,1919.6,1,,0.0,0,0,2.0,8.0,20.0,5.0,8.25,8.261355820929152,7.5,5.928141120356123,minimart,0,cleaning,239.95,4,1.8344868575555424,1,12,4,1
2024-12-16,ST001,PRD023,9,846.9,2,,0.0,0,0,4.0,1.0,6.0,13.0,4.5,2.6457513110645916,5.5,3.5050983275386582,minimart,0,dairy,94.1,3,0.751434059864513,51,12,4,0
2024-07-29,ST001,PRD026,8,1713.28,1,,0.0,0,0,1.0,5.0,8.0,8.0,6.25,4.272001872658765,6.375,3.0207614933986457,minimart,0,dairy,214.16,3,1.7101712886353253,31,7,3,1
2024-09-09,ST001,PRD026,6,1284.96,1,,0.0,0,0,8.0,1.0,11.0,5.0,6.25,4.272001872658765,6.375,3.0207614933986457,minimart,0,dairy,214.16,3,1.7101712886353253,37,9,3,0
2024-12-09,ST001,PRD026,2,428.32,1,,0.0,0,0,6.0,8.0,5.0,8.0,5.0,2.943920288775949,6.5,2.9760952365713824,minimart,0,dairy,214.16,3,1.7101712886353253,50,12,4,0
2024-12-16,ST001,PRD027,6,941.28,1,,0.0,0,0,8.0,8.0,9.0,8.0,7.25,2.217355782608345,6.375,2.669269563007831,minimart,0,snack,156.88,5,1.9616329870021956,51,12,4,0
2024-12-23,ST001,PRD027,8,1255.04,1,,0.0,0,0,6.0,8.0,4.0,1.0,6.5,1.9148542155126764,6.125,2.587745847533832,minimart,0,snack,156.88,5,1.9616329870021956,52,12,4,0
2024-08-05,ST001,PRD028,2,409.36,1,,0.0,0,0,7.0,3.0,3.0,1.0,5.0,2.309401076758503,4.625,2.9246489410818977,minimart,0,cleaning,204.68,4,1.5648375495080993,32,8,3,0
2024-09-09,ST001,PRD028,7,1432.76,1,,0.0,0,0,2.0,7.0,7.0,8.0,4.75,2.6299556396765835,4.75,2.764571782909096,minimart,0,cleaning,204.68,4,1.5648375495080993,37,9,3,0
2024-11-04,ST001,PRD028,1,204.68,1,,0.0,0,0,7.0,2.0,3.0,7.0,4.75,2.6299556396765835,4.625,2.6152028055746936,minimart,0,cleaning,204.68,4,1.5648375495080993,45,11,4,0
2024-12-30,ST001,PRD028,4,818.72,1,,0.0,0,0,1.0,7.0,7.0,1.0,4.25,3.2015621187164243,3.875,2.6958963523950965,minimart,0,cleaning,204.68,4,1.5648375495080993,1,12,4,1
2024-12-02,ST001,PRD029,8,1491.92,1,,0.0,0,0,5.0,2.0,2.0,16.0,2.5,1.7320508075688776,5.875,5.540435774506244,minimart,0,dairy,186.49,3,1.4892129418080025,49,12,4,0
2024-12-16,ST001,PRD029,2,372.98,1,,0.0,0,0,8.0,5.0,1.0,10.0,4.0,3.1622776601683795,4.875,3.943801646707332,minimart,0,dairy,186.49,3,1.4892129418080025,51,12,4,0
2024-08-26,ST001,PRD030,9,1269.09,1,,0.0,0,0,3.0,5.0,6.0,7.0,4.0,1.825741858350554,5.375,2.5599944196367805,minimart,0,cleaning,141.01,4,1.078062062029202,35,8,3,1
2024-10-07,ST001,PRD030,11,1551.11,1,,0.0,0,0,9.0,3.0,2.0,3.0,4.75,3.095695936834452,5.625,2.8252686345094484,minimart,0,cleaning,141.01,4,1.078062062029202,41,10,4,0
2024-10-14,ST001,PRD030,4,564.04,1,,0.0,0,0,11.0,9.0,5.0,9.0,7.0,3.6514837167011076,6.625,3.159452936370927,minimart,0,cleaning,141.01,4,1.078062062029202,42,10,4,0
2024-11-18,ST001,PRD030,3,423.03,1,,0.0,0,0,4.0,11.0,3.0,8.0,6.75,3.8622100754188224,6.0,3.1167748898959218,minimart,0,cleaning,141.01,4,1.078062062029202,47,11,4,0
2024-07-29,ST002,PRD001,9,607.0500000000001,1,,0.0,0,1,1.0,2.0,7.0,1.0,5.0,4.242640687119285,3.75,3.327375628243468,convenience,1,frozen,67.45,0,0.668024689492865,31,7,3,1
2024-08-26,ST002,PRD001,7,472.15000000000003,1,,0.0,0,0,9.0,1.0,10.0,1.0,5.5,4.654746681256314,4.75,3.5757117173668123,convenience,1,frozen,67.45,0,0.668024689492865,35,8,3,1
2024-09-09,ST002,PRD001,8,539.6,1,,0.0,0,0,7.0,9.0,2.0,5.0,4.75,3.8622100754188224,5.5,3.295017884191659,convenience,1,frozen,67.45,0,0.668024689492865,37,9,3,0
2024-09-23,ST002,PRD001,8,539.6,1,,0.0,0,0,8.0,7.0,1.0,3.0,6.25,3.593976442141304,5.875,3.3990544903798536,convenience,1,frozen,67.45,0,0.668024689492865,39,9,3,0
2024-12-09,ST002,PRD001,1,67.45,1,,0.0,0,0,8.0,8.0,9.0,7.0,8.0,0.816496580927726,6.5,3.251373336211728,convenience,1,frozen,67.45,0,0.668024689492865,50,12,4,0
2024-12-23,ST002,PRD001,4,269.8,1,,0.0,0,0,1.0,8.0,7.0,10.0,6.0,3.366501646120693,5.75,3.7701837772561877,convenience,1,frozen,67.45,0,0.668024689492865,52,12,4,0
2024-10-14,ST002,PRD002,1,188.07,1,,0.0,0,0,9.0,6.0,2.0,7.0,4.75,3.4034296427770228,5.25,3.1052950170405986,convenience,1,beverage,188.07,1,1.1114940299747902,42,10,4,0
2024-11-18,ST002,PRD003,7,1218.14,1,,0.0,0,0,8.0,7.0,3.0,6.0,5.0,2.943920288775949,5.25,1.9820624179302369,convenience,1,personal_care,174.02,2,1.444002778326526,47,11,4,0
2024-11-18,ST002,PRD004,8,1797.28,1,,0.0,0,0,8.0,5.0,4.0,11.0,5.75,1.7078251276599326,5.875,2.948970764763292,convenience,1,dairy,224.66,3,1.7940188723609085,47,11,4,0
2024-12-02,ST002,PRD004,2,449.32,1,,0.0,0,0,8.0,8.0,6.0,5.0,6.75,1.4999999999999996,5.5,2.3299294900428755,convenience,1,dairy,224.66,3,1.7940188723609085,49,12,4,0
2024-12-23,ST002,PRD004,2,449.32,1,,0.0,0,0,2.0,8.0,5.0,1.0,5.75,2.872281323269014,5.125,2.6423744732991357,convenience,1,dairy,224.66,3,1.7940188723609085,52,12,4,0
2024-12-16,ST002,PRD006,11,1255.65,1,,0.0,0,0,15.0,2.0,3.0,1.0,6.0,6.0553007081949835,4.0,4.598136268408884,convenience,1,personal_care,114.15,2,0.9472067414433567,51,12,4,0
2024-08-26,ST002,PRD007,10,220.0,2,,0.0,0,0,7.0,2.0,8.0,8.0,5.5,2.6457513110645916,5.75,2.1213203435596486,convenience,1,dairy,22.0,3,0.17568065161550783,35,8,3,1
2024-09-09,ST002,PRD007,3,66.0,1,,0.0,0,0,10.0,7.0,5.0,7.0,6.0,3.3665016461206934,6.0,2.5071326821120397,convenience,1,dairy,22.0,3,0.17568065161550783,37,9,3,0
2024-10-07,ST002,PRD007,7,154.0,1,,0.0,0,0,3.0,10.0,2.0,4.0,5.5,3.696845502136473,5.5,2.6726124191242486,convenience,1,dairy,22.0,3,0.17568065161550783,41,10,4,0
2024-11-04,ST002,PRD007,5,110.0,1,,0.0,0,0,7.0,3.0,7.0,5.0,6.75,2.8722813232690148,5.875,2.642374473299135,convenience,1,dairy,22.0,3,0.17568065161550783,45,11,4,0
2024-12-02,ST002,PRD007,7,154.0,2,,0.0,0,0,5.0,7.0,10.0,8.0,6.25,2.98607881119482,5.875,2.642374473299135,convenience,1,dairy,22.0,3,0.17568065161550783,49,12,4,0
2024-12-16,ST002,PRD008,2,132.76,1,,0.0,0,0,7.0,5.0,4.0,6.0,4.75,1.7078251276599345,5.0,1.851640199545111,convenience,1,personal_care,66.38,2,0.5508154489444591,51,12,4,0
2024-11-04,ST002,PRD010,1,21.24,1,,0.0,0,0,5.0,9.0,5.0,12.0,6.75,2.061552812808831,6.25,3.1959796173138746,convenience,1,cleaning,21.24,4,0.16238591729310156,45,11,4,0
2024-11-25,ST002,PRD010,3,63.72,1,,0.0,0,0,1.0,5.0,8.0,4.0,5.75,3.593976442141305,4.875,2.6958963523950943,convenience,1,cleaning,21.24,4,0.16238591729310156,48,11,4,1
2024-12-02,ST002,PRD010,3,63.72,1,,0.0,0,0,3.0,1.0,9.0,5.0,4.5,3.415650255319867,4.75,2.764571782909096,convenience,1,cleaning,21.24,4,0.16238591729310156,49,12,4,0
2024-06-24,ST002,PRD014,14,935.1999999999999,2,,0.0,0,0,9.0,4.0,1.0,4.0,4.0,3.559026084010437,3.5,2.672612419124256,convenience,1,snack,66.8,5,0.8352695278668196,26,6,2,1
2024-07-08,ST002,PRD014,2,133.6,1,,0.0,0,0,14.0,9.0,2.0,1.0,7.25,5.377421934967226,4.75,4.590362575159899,convenience,1,snack,66.8,5,0.8352695278668196,28,7,3,0
2024-10-14,ST002,PRD014,11,734.8,1,,0.0,0,0,2.0,14.0,4.0,5.0,7.25,5.377421934967226,4.875,4.486089611231596,convenience,1,snack,66.8,5,0.8352695278668196,42,10,4,0
2024-12-23,ST002,PRD014,9,601.1999999999999,2,,0.0,0,0,11.0,2.0,9.0,2.0,9.0,5.0990195135927845,5.625,4.983902658989816,convenience,1,snack,66.8,5,0.8352695278668196,52,12,4,0
2024-09-23,ST002,PRD015,5,767.4,1,,0.0,0,0,4.0,3.0,7.0,3.0,5.25,2.0615528128088294,5.25,2.492846909516459,convenience,1,dairy,153.48,3,1.2256121095430972,39,9,3,0
2024-11-11,ST002,PRD015,7,1074.36,1,,0.0,0,0,5.0,4.0,7.0,4.0,4.75,1.7078251276599323,5.5,2.3299294900428795,convenience,1,dairy,153.48,3,1.2256121095430972,46,11,4,0
2024-11-25,ST002,PRD015,1,153.48,1,,0.0,0,0,7.0,5.0,3.0,10.0,4.75,1.7078251276599323,5.875,2.2951812875799553,convenience,1,dairy,153.48,3,1.2256121095430972,48,11,4,1
2024-08-05,ST002,PRD016,8,1641.76,1,,0.0,0,0,3.0,7.0,4.0,4.0,4.5,1.7320508075688767,4.5,3.1622776601683884,convenience,1,beverage,205.22,1,1.2128505600650101,32,8,3,0
2024-09-16,ST002,PRD016,4,820.88,1,,0.0,0,0,8.0,3.0,4.0,2.0,5.5,2.380476142847616,5.0,3.380617018914074,convenience,1,beverage,205.22,1,1.2128505600650101,38,9,3,0
2024-10-28,ST002,PRD016,4,820.88,1,,0.0,0,0,4.0,8.0,7.0,11.0,5.5,2.380476142847616,5.25,3.1959796173138777,convenience,1,beverage,205.22,1,1.2128505600650101,44,10,4,1
2024-12-02,ST002,PRD016,8,1641.76,1,,0.0,0,0,4.0,4.0,3.0,1.0,4.75,2.2173557826083448,4.375,2.1998376563477975,convenience,1,beverage,205.22,1,1.2128505600650101,49,12,4,0
2024-12-23,ST002,PRD016,4,820.88,1,,0.0,0,0,8.0,4.0,8.0,4.0,6.0,2.3094010767585025,5.25,2.052872551885714,convenience,1,beverage,205.22,1,1.2128505600650101,52,12,4,0
2024-11-18,ST002,PRD017,5,82.65,1,,0.0,0,0,4.0,2.0,5.0,5.0,4.25,1.7078251276599326,5.75,2.251983252919216,convenience,1,snack,16.53,5,0.20669169604249296,47,11,4,0
2024-09-30,ST002,PRD019,11,1969.66,1,,0.0,0,0,1.0,2.0,5.0,3.0,2.25,1.892969448600091,3.625,2.386719206657674,convenience,1,frozen,179.06,0,1.773409946635914,40,9,3,1
2024-10-21,ST002,PRD019,7,1253.42,1,,0.0,0,0,11.0,1.0,1.0,4.0,3.75,4.856267428111154,4.625,3.5025500914129974,convenience,1,frozen,179.06,0,1.773409946635914,43,10,4,0
2024-08-26,ST002,PRD020,8,759.68,1,,0.0,0,0,1.0,1.0,11.0,4.0,5.5,5.259911279353165,5.25,4.026696625558692,convenience,1,dairy,94.96,3,0.7583015762458465,35,8,3,1
2024-10-07,ST002,PRD020,1,94.96,1,,0.0,0,0,8.0,1.0,9.0,7.0,4.75,4.349329450233295,5.75,4.097037257057144,convenience,1,dairy,94.96,3,0.7583015762458465,41,10,4,0
2024-11-04,ST002,PRD020,2,189.92,1,,0.0,0,0,1.0,8.0,1.0,8.0,2.75,3.4999999999999987,5.0,4.375255094603879,convenience,1,dairy,94.96,3,0.7583015762458465,45,11,4,0
2024-12-02,ST002,PRD020,1,94.96,1,,0.0,0,0,2.0,1.0,1.0,1.0,3.0,3.366501646120691,4.25,4.3011626335213204,convenience,1,dairy,94.96,3,0.7583015762458465,49,12,4,0
2024-12-16,ST002,PRD020,4,379.84,1,,0.0,0,0,1.0,2.0,8.0,11.0,3.0,3.366501646120691,4.25,4.3011626335213204,convenience,1,dairy,94.96,3,0.7583015762458465,51,12,4,0
2024-11-18,ST002,PRD021,7,360.78,1,,0.0,0,0,8.0,13.0,2.0,6.0,6.0,5.597618541248887,5.25,3.918819064098636,convenience,1,frozen,51.54,0,0.5104520755591142,47,11,4,0
2024-11-25,ST002,PRD021,4,206.16,1,,0.0,0,0,7.0,8.0,1.0,5.0,7.25,4.924428900898051,5.375,3.9618718519695486,convenience,1,frozen,51.54,0,0.5104520755591142,48,11,4,1
2024-12-23,ST002,PRD021,7,360.78,1,,0.0,0,0,4.0,7.0,13.0,5.0,8.0,3.741657386773939,5.25,3.991061441342576,convenience,1,frozen,51.54,0,0.5104520755591142,52,12,4,0
2024-12-02,ST002,PRD022,1,239.95,1,,0.0,0,0,2.0,4.0,6.0,6.0,3.5,1.9148542155126713,5.5,2.6186146828319172,convenience,1,cleaning,239.95,4,1.8344868575555424,49,12,4,0
2024-07-01,ST002,PRD024,2,73.6,1,,0.0,0,0,6.0,4.0,7.0,4.0,4.5,2.6457513110645876,5.875,2.748376143938721,convenience,1,snack,36.8,5,0.4601484824176491,27,7,3,0
2024-07-08,ST002,PRD024,2,73.6,1,,0.0,0,0,2.0,6.0,1.0,7.0,3.25,2.217355782608341,5.625,3.0207614933986506,convenience,1,snack,36.8,5,0.4601484824176491,28,7,3,0
2024-07-22,ST002,PRD024,5,184.0,1,,0.0,0,0,2.0,2.0,4.0,9.0,3.5,1.914854215512672,5.0,3.2071349029491016,convenience,1,snack,36.8,5,0.4601484824176491,30,7,3,0
2024-07-29,ST002,PRD024,9,331.2,1,,0.0,0,0,5.0,2.0,6.0,9.0,3.75,2.0615528128088263,4.5,2.7774602993176662,convenience,1,snack,36.8,5,0.4601484824176491,31,7,3,1
2024-08-19,ST002,PRD024,5,184.0,1,,0.0,0,0,9.0,5.0,2.0,7.0,4.5,3.3166247903553976,4.5,2.7774602993176662,convenience,1,snack,36.8,5,0.4601484824176491,34,8,3,0
2024-08-26,ST002,PRD024,7,257.59999999999997,2,,0.0,0,0,5.0,9.0,2.0,1.0,5.25,2.8722813232690116,4.25,2.604940361258652,convenience,1,snack,36.8,5,0.4601484824176491,35,8,3,1
2024-10-21,ST002,PRD024,4,147.2,1,,0.0,0,0,7.0,5.0,5.0,4.0,6.5,1.914854215512672,5.0,2.390457218668799,convenience,1,snack,36.8,5,0.4601484824176491,43,10,4,0
2024-11-25,ST002,PRD024,3,110.39999999999999,1,,0.0,0,0,4.0,7.0,9.0,6.0,6.25,2.2173557826083417,5.0,2.390457218668799,convenience,1,snack,36.8,5,0.4601484824176491,48,11,4,1
2024-12-16,ST002,PRD024,8,294.4,1,,0.0,0,0,3.0,4.0,5.0,2.0,4.75,1.707825127659928,4.625,2.445841952609146,convenience,1,snack,36.8,5,0.4601484824176491,51,12,4,0
2024-12-23,ST002,PRD024,3,110.39999999999999,1,,0.0,0,0,8.0,3.0,7.0,2.0,5.5,2.380476142847613,5.375,2.4458419526091437,convenience,1,snack,36.8,5,0.4601484824176491,52,12,4,0
2024-11-25,ST002,PRD028,6,1228.08,1,,0.0,0,0,3.0,1.0,4.0,8.0,3.5,2.0816659994661286,4.875,2.7483761439387258,convenience,1,cleaning,204.68,4,1.5648375495080993,48,11,4,1
2024-12-30,ST002,PRD028,2,409.36,1,,0.0,0,0,6.0,3.0,6.0,7.0,4.0,2.4494897427831748,4.625,2.503568881188856,convenience,1,cleaning,204.68,4,1.5648375495080993,1,12,4,1
2024-10-28,ST002,PRD029,1,186.49,1,,0.0,0,0,1.0,6.0,11.0,4.0,5.25,4.349329450233294,4.375,3.204349722308292,convenience,1,dairy,186.49,3,1.4892129418080025,44,10,4,1
2024-12-02,ST002,PRD029,3,559.47,1,,0.0,0,0,1.0,1.0,3.0,1.0,2.75,2.3629078131263,4.0,3.422613871631711,convenience,1,dairy,186.49,3,1.4892129418080025,49,12,4,0
2024-10-14,ST002,PRD030,4,564.04,1,,0.0,0,0,8.0,1.0,9.0,2.0,4.75,4.349329450233296,5.625,3.925648263117104,convenience,1,cleaning,141.01,4,1.078062062029202,42,10,4,0
2024-11-11,ST002,PRD030,4,564.04,1,,0.0,0,0,4.0,8.0,1.0,5.0,3.5,3.3166247903554,5.875,3.72011904571423,convenience,1,cleaning,141.01,4,1.078062062029202,46,11,4,0
2024-12-02,ST002,PRD030,4,564.04,1,,0.0,0,0,4.0,4.0,1.0,11.0,4.25,2.8722813232690143,5.75,3.770183777256191,convenience,1,cleaning,141.01,4,1.078062062029202,49,12,4,0
2024-12-23,ST002,PRD030,2,282.02,1,,0.0,0,0,4.0,4.0,8.0,8.0,5.0,2.0,4.875,3.1367635732209376,convenience,1,cleaning,141.01,4,1.078062062029202,52,12,4,0
2024-06-10,ST003,PRD001,6,404.70000000000005,1,,0.0,0,0,4.0,4.0,4.0,7.0,4.75,1.5,6.375,2.3867192066576655,convenience,1,frozen,67.45,0,0.668024689492865,24,6,2,0
2024-06-17,ST003,PRD001,1,67.45,1,,0.0,0,0,6.0,4.0,7.0,7.0,5.25,1.5,6.25,2.375469878330847,convenience,1,frozen,67.45,0,0.668024689492865,25,6,2,0
2024-09-16,ST003,PRD001,5,337.25,1,,0.0,0,0,1.0,6.0,4.0,7.0,3.75,2.0615528128088303,5.5,2.9760952365713877,convenience,1,frozen,67.45,0,0.668024689492865,38,9,3,0
2024-09-23,ST003,PRD001,5,337.25,1,,0.0,0,0,5.0,1.0,4.0,11.0,4.0,2.160246899469287,5.25,2.9154759474226597,convenience,1,frozen,67.45,0,0.668024689492865,39,9,3,0
